capitulo,titulo_capitulo,articulo,texto
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,Los órganos competentes deberán realizar en el plazo de un año las modificaciones necesarias para habilitar el ejercicio del derecho a sufragio para chilenas y chilenos en el exterior en los términos establecidos en esta Constitución.
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Undécima
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. Mientras no se dicten o modifiquen las leyes respectivas sobre las Fuerzas Armadas que regulen el procedimiento de designación y duración de sus autoridades institucionales, los comandantes en jefe del Ejército, de la Armada y de la Fuerza Aérea serán designados por el Presidente de la República de entre los cinco oficiales generales de mayor antigüedad, considerando los demás requisitos establecidos en los estatutos institucionales correspondientes. Durarán cuatro años en sus funciones, no podrán ser nombrados para un nuevo período y podrán ser removidos por el Presidente de la República en los términos que esta Constitución establece."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. Mientras no se dicten las leyes que adecúen las funciones de las Fuerzas Armadas, se mantendrán vigentes los preceptos legales que fijan las competencias estatales de control marítimo y de la aeronavegación."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Duodécima
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. Mientras no se dicte o modifique la ley respectiva de Carabineros de Chile que regule el procedimiento de designación y duración del general director de Carabineros, este será designado por el Presidente de la República de entre los cinco oficiales generales de mayor antigüedad, considerando los demás requisitos establecidos en el estatuto institucional correspondiente. Durará cuatro años en sus funciones, no podrá ser nombrado para un nuevo período y podrá ser removido por el Presidente de la República en los términos que esta Constitución establece."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. Mientras no se dicten las leyes que adecúen las funciones de las policías, se mantendrán vigentes los preceptos legales que fijan las competencias estatales de control marítimo y de la aeronavegación."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Decimotercera
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. El período presidencial iniciado en marzo de 2022 terminará el 11 de marzo de 2026, día en que iniciará el próximo período presidencial. Dicha elección se realizará en noviembre de 2025, según lo contemplado en el artículo 281 de esta Constitución."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. La legislatura ordinaria iniciada el 11 de marzo de 2022 terminará el 11 de marzo de 2026. Las y los actuales integrantes del Senado terminarán sus mandatos el 11 de marzo de 2026 y podrán postular a las elecciones para el Congreso de Diputadas y Diputados y la Cámara de las Regiones que se realizará en noviembre de 2025, donde serán elegidas las diputadas y diputados y representantes regionales que ejercerán sus funciones desde el 11 de marzo de 2026. De ser electos en los comicios celebrados en 2025 para ejercer como representantes regionales en la Cámara de las Regiones, se reputará dicha legislatura como su primer período en el cargo. Los representantes regionales que integran la Cámara de las Regiones serán electos, por esta única vez, para ejercer sus cargos por el término de tres años."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,3. Los gobernadores regionales que iniciaron su período en 2021 y los consejeros regionales que comenzaron su período en 2022 terminarán sus mandatos el 6 de enero de 2025. La elección de los gobernadores regionales y asambleístas regionales se realizará en octubre de 2024 y sus mandatos comenzarán el 6 de enero de 2025.
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"4. El período de los alcaldes y concejales iniciado en 2021 terminará el 6 de diciembre de 2024, día en que iniciará el mandato de los alcaldes y concejales electos en octubre de 2024."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Decimocuarta
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"Mientras el legislador no determine la urgencia con la que se tramitarán las iniciativas populares de ley contenidas en el artículo 157 de esta Constitución, se aplicará la urgencia simple señalada en el artículo 27 de la ley Nº18.918. Asimismo, el Servicio Electoral, dentro de un plazo máximo de tres meses, dictará los instructivos y las directrices necesarias para la implementación de este mecanismo de participación popular y de la iniciativa de derogación de ley contemplada en el artículo 158."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Decimoquinta
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"El legislador y los órganos de la Administración del Estado deberán adecuar el contenido de la normativa relativa a la organización, el funcionamiento y la integración de los órganos del Estado regional y de sus entidades territoriales, transferencias de competencias y los mínimos generales para los estatutos comunales en no menos de seis meses antes de la elección de sus autoridades. El consejo social regional y la asamblea social comunal se instalarán y entrarán en funcionamiento una vez que se dicten sus respectivas leyes de organización, funcionamiento y competencias."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Decimosexta
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. La región autónoma y la comuna autónoma será la continuadora y sucesora legal del gobierno regional y de la municipalidad, respectivamente, pasando sus funcionarios a desempeñarse en aquellas sin solución de continuidad, a los efectos de sus normas estatutarias, derechos y obligaciones. Igualmente, los bienes y los derechos u obligaciones que el gobierno regional o la municipalidad tengan en propiedad o a cualquier otro título pasarán a la región autónoma o a la comuna autónoma, según corresponda, bajo el mismo régimen jurídico."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. En las regiones autónomas, los gobernadores y gobernadoras regionales, a partir de su investidura, serán continuadores funcionales de los gobernadores de la región respectiva, en relación con las atribuciones que la legislación vigente les atribuya, todo sin perjuicio de ulteriores modificaciones legislativas. Los alcaldes y alcaldesas y concejos municipales de las comunas autónomas serán continuadores funcionales en lo que fuere compatible, desde su investidura, de los alcaldes y concejos en relación con las funciones y atribuciones que la ley les encomiende, todo sin perjuicio de ulteriores modificaciones legislativas."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"3. Sin perjuicio de lo anterior, las actuales autoridades regionales o comunales serán responsables por las decisiones que puedan comprometer a futuro gravemente el patrimonio de las regiones o comunas autónomas."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Decimoséptima
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"Dentro de los dos años siguientes a la entrada en vigencia de la presente Constitución, el Presidente de la República, previo proceso de participación y consulta indígena, deberá enviar al Poder Legislativo el proyecto de ley que regule los procedimientos de creación, formas de delimitación territorial, estatutos de funcionamiento, competencias, resolución de contiendas entre entidades territoriales y demás materias relativas a las autonomías territoriales indígenas. Ingresado el proyecto, el Poder Legislativo tendrá un plazo máximo de tres años para su tramitación y despacho."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Decimoctava
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"En el plazo de un año desde la entrada en vigencia de la Constitución, el Estado deberá iniciar un proceso de consulta y participación indígena con el pueblo Rapanui para determinar el procedimiento, la integración y el plazo de creación de la Asamblea Territorial Rapa Nui, que se constituirá con el objeto de elaborar el estatuto que regulará el ejercicio de la autonomía del territorio. El estatuto deberá, además, regular los mecanismos de coordinación con el Estado y el resto de las entidades territoriales y la forma de implementación de las leyes especiales que rigen en Rapa Nui. El estatuto y su proceso de elaboración tienen como límite lo señalado en esta Constitución."
